ACCESS,ACR,AGEP,BATH,BDSP,BLD,COW,ELEP,FESRP,FKITP,FPARC,FSCHP,FTAXP,GASP,HHL,HHT,HINCP,LANX,MAR,MV,NRC,R18,R65,RAC1P,RMSP,RWAT,SCH,SCHL,SEX,VALP,VALP_B1
1.0,2.0,63,1.0,3.0,2.0,1,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,60200.0,2,1,3.0,1.0,1.0,0.0,1,5.0,1.0,1,16,1,300000.0,1.0
1.0,2.0,38,1.0,3.0,2.0,1,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,60200.0,2,1,3.0,1.0,1.0,0.0,1,5.0,1.0,1,16,2,300000.0,1.0
1.0,2.0,15,1.0,3.0,2.0,0,250.0,0,0.0,2,0,0.0,3.0,1.0,1.0,60200.0,2,5,3.0,1.0,1.0,0.0,1,5.0,1.0,2,12,2,300000.0,1.0
3.0,2.0,70,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,72600.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,1,170000.0,1.0
3.0,2.0,66,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,72600.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,2,170000.0,1.0
1.0,1.0,68,1.0,3.0,2.0,0,130.0,0,0.0,4,0,0.0,50.0,1.0,1.0,98600.0,2,1,4.0,0.0,0.0,2.0,1,8.0,1.0,1,21,2,275000.0,1.0
1.0,1.0,75,1.0,3.0,2.0,0,130.0,0,0.0,4,0,0.0,50.0,1.0,1.0,98600.0,2,1,4.0,0.0,0.0,2.0,1,8.0,1.0,1,22,1,275000.0,1.0
1.0,3.0,51,1.0,3.0,2.0,7,280.0,1,0.0,4,1,0.0,60.0,1.0,1.0,89030.0,2,1,6.0,0.0,0.0,0.0,1,6.0,1.0,1,16,1,325000.0,1.0
1.0,3.0,49,1.0,3.0,2.0,1,280.0,1,0.0,4,1,0.0,60.0,1.0,1.0,89030.0,2,1,6.0,0.0,0.0,0.0,1,6.0,1.0,1,17,2,325000.0,1.0
1.0,3.0,21,1.0,3.0,2.0,1,280.0,1,0.0,4,1,0.0,60.0,1.0,1.0,89030.0,2,5,6.0,0.0,0.0,0.0,1,6.0,1.0,1,16,1,325000.0,1.0
1.0,2.0,41,1.0,3.0,2.0,1,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,2,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,17,2,65000.0,0.0
1.0,2.0,33,1.0,3.0,2.0,1,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,2,1,5.0,2.0,1.0,0.0,9,7.0,1.0,1,14,1,65000.0,0.0
1.0,2.0,24,1.0,3.0,2.0,1,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,2,5,5.0,2.0,1.0,0.0,1,7.0,1.0,1,16,1,65000.0,0.0
1.0,2.0,20,1.0,3.0,2.0,1,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,2,5,5.0,2.0,1.0,0.0,1,7.0,1.0,1,18,2,65000.0,0.0
1.0,2.0,14,1.0,3.0,2.0,0,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,2,5,5.0,2.0,1.0,0.0,9,7.0,1.0,2,11,1,65000.0,0.0
1.0,2.0,2,1.0,3.0,2.0,0,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,0,5,5.0,2.0,1.0,0.0,1,7.0,1.0,0,0,1,65000.0,0.0
1.0,2.0,23,1.0,3.0,2.0,1,150.0,0,0.0,3,0,0.0,30.0,1.0,1.0,119400.0,2,5,5.0,2.0,1.0,0.0,1,7.0,1.0,1,16,1,65000.0,0.0
1.0,2.0,70,1.0,3.0,2.0,0,200.0,0,0.0,4,0,0.0,3.0,1.0,1.0,84150.0,2,1,5.0,0.0,0.0,2.0,1,6.0,1.0,1,23,1,150000.0,1.0
1.0,2.0,71,1.0,3.0,2.0,0,200.0,0,0.0,4,0,0.0,3.0,1.0,1.0,84150.0,2,1,5.0,0.0,0.0,2.0,1,6.0,1.0,1,21,2,150000.0,1.0
3.0,2.0,80,1.0,3.0,2.0,0,80.0,0,0.0,4,0,1.0,60.0,1.0,1.0,22800.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,1,200000.0,1.0
3.0,2.0,78,1.0,3.0,2.0,0,80.0,1,0.0,4,0,1.0,60.0,1.0,1.0,22800.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,2,200000.0,1.0
1.0,2.0,55,1.0,3.0,2.0,1,250.0,0,0.0,0,0,0.0,3.0,1.0,4.0,90000.0,2,3,3.0,0.0,0.0,0.0,3,7.0,1.0,1,15,1,150000.0,1.0
2.0,2.0,23,1.0,3.0,2.0,1,140.0,0,0.0,4,0,0.0,3.0,1.0,1.0,60000.0,2,1,1.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,150000.0,1.0
2.0,2.0,21,1.0,3.0,2.0,1,140.0,0,0.0,4,0,0.0,3.0,1.0,1.0,60000.0,2,1,1.0,0.0,0.0,0.0,1,5.0,1.0,2,19,2,150000.0,1.0
3.0,1.0,85,1.0,3.0,2.0,0,140.0,0,0.0,4,0,0.0,3.0,1.0,1.0,53800.0,2,1,5.0,0.0,0.0,2.0,1,6.0,1.0,1,16,2,160000.0,1.0
3.0,1.0,87,1.0,3.0,2.0,0,140.0,0,0.0,4,0,0.0,3.0,1.0,1.0,53800.0,2,1,5.0,0.0,0.0,2.0,1,6.0,1.0,1,16,1,160000.0,1.0
1.0,1.0,47,1.0,4.0,2.0,5,100.0,0,0.0,2,0,0.0,80.0,1.0,3.0,152000.0,2,1,3.0,2.0,1.0,0.0,1,8.0,1.0,1,22,2,308000.0,1.0
1.0,1.0,13,1.0,4.0,2.0,0,100.0,0,0.0,2,0,0.0,80.0,1.0,3.0,152000.0,2,5,3.0,2.0,1.0,0.0,1,8.0,1.0,3,10,1,308000.0,1.0
1.0,1.0,6,1.0,4.0,2.0,0,100.0,0,0.0,2,0,0.0,80.0,1.0,3.0,152000.0,2,5,3.0,2.0,1.0,0.0,1,8.0,1.0,3,4,2,308000.0,1.0
1.0,2.0,42,1.0,3.0,2.0,7,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,193900.0,2,1,4.0,2.0,1.0,0.0,1,5.0,1.0,1,20,2,190000.0,1.0
1.0,2.0,47,1.0,3.0,2.0,1,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,193900.0,2,1,4.0,2.0,1.0,0.0,1,5.0,1.0,1,18,1,190000.0,1.0
1.0,2.0,20,1.0,3.0,2.0,1,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,193900.0,2,5,4.0,2.0,1.0,0.0,1,5.0,1.0,1,18,1,190000.0,1.0
1.0,2.0,8,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,193900.0,2,5,4.0,2.0,1.0,0.0,1,5.0,1.0,2,5,2,190000.0,1.0
1.0,2.0,8,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,193900.0,2,5,4.0,2.0,1.0,0.0,1,5.0,1.0,2,5,2,190000.0,1.0
3.0,1.0,80,1.0,4.0,2.0,0,60.0,0,0.0,0,0,0.0,60.0,1.0,6.0,13200.0,2,2,7.0,0.0,0.0,1.0,1,7.0,1.0,1,20,2,200000.0,1.0
1.0,1.0,61,1.0,3.0,2.0,6,160.0,0,0.0,4,0,1.0,50.0,1.0,1.0,30000.0,2,1,6.0,0.0,0.0,0.0,1,6.0,1.0,1,20,1,95000.0,0.0
1.0,1.0,59,1.0,3.0,2.0,1,160.0,0,0.0,4,0,1.0,50.0,1.0,1.0,30000.0,2,1,6.0,0.0,0.0,0.0,1,6.0,1.0,1,16,2,95000.0,0.0
1.0,1.0,51,1.0,3.0,2.0,5,170.0,0,0.0,4,0,0.0,3.0,1.0,1.0,143200.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,22,2,250000.0,1.0
1.0,1.0,64,1.0,3.0,2.0,2,170.0,0,0.0,4,0,0.0,3.0,1.0,1.0,143200.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,22,1,250000.0,1.0
1.0,1.0,56,1.0,3.0,2.0,0,110.0,0,0.0,0,0,0.0,90.0,1.0,7.0,26200.0,2,5,7.0,0.0,0.0,0.0,2,5.0,1.0,1,19,2,27000.0,0.0
1.0,1.0,47,1.0,3.0,2.0,1,110.0,0,0.0,0,0,0.0,90.0,1.0,7.0,26200.0,2,5,7.0,0.0,0.0,0.0,2,5.0,1.0,1,16,2,27000.0,0.0
1.0,1.0,63,1.0,3.0,2.0,1,130.0,0,0.0,4,0,0.0,70.0,1.0,1.0,48100.0,2,1,7.0,0.0,0.0,0.0,2,7.0,1.0,1,16,1,92000.0,0.0
1.0,1.0,63,1.0,3.0,2.0,0,130.0,0,0.0,4,0,0.0,70.0,1.0,1.0,48100.0,2,1,7.0,0.0,0.0,0.0,2,7.0,1.0,1,16,2,92000.0,0.0
1.0,1.0,67,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,60.0,1.0,1.0,27500.0,2,1,6.0,0.0,0.0,2.0,1,10.0,1.0,1,19,1,187000.0,1.0
1.0,1.0,74,1.0,3.0,2.0,1,160.0,0,0.0,4,0,0.0,60.0,1.0,1.0,27500.0,2,1,6.0,0.0,0.0,2.0,1,10.0,1.0,1,22,2,187000.0,1.0
1.0,1.0,61,1.0,4.0,2.0,7,280.0,0,0.0,4,0,0.0,80.0,1.0,1.0,119000.0,2,1,1.0,0.0,0.0,0.0,1,7.0,1.0,1,19,2,500000.0,1.0
1.0,1.0,56,1.0,4.0,2.0,1,280.0,1,0.0,4,1,0.0,80.0,1.0,1.0,119000.0,2,1,1.0,0.0,0.0,0.0,1,7.0,1.0,1,15,1,500000.0,1.0
1.0,1.0,78,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,100.0,1.0,3.0,70400.0,2,2,7.0,2.0,1.0,2.0,1,6.0,1.0,1,16,2,180000.0,1.0
1.0,1.0,59,1.0,3.0,2.0,1,200.0,0,0.0,2,0,1.0,100.0,1.0,3.0,70400.0,2,1,7.0,2.0,1.0,2.0,1,6.0,1.0,1,16,1,180000.0,1.0
1.0,1.0,88,1.0,3.0,2.0,1,200.0,0,0.0,2,0,1.0,100.0,1.0,3.0,70400.0,2,1,7.0,2.0,1.0,2.0,1,6.0,1.0,1,16,2,180000.0,1.0
1.0,1.0,11,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,100.0,1.0,3.0,70400.0,2,5,7.0,2.0,1.0,2.0,1,6.0,1.0,2,8,2,180000.0,1.0
1.0,1.0,9,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,100.0,1.0,3.0,70400.0,2,5,7.0,2.0,1.0,2.0,1,6.0,1.0,2,5,1,180000.0,1.0
1.0,1.0,34,1.0,3.0,2.0,0,130.0,0,0.0,3,0,0.0,50.0,1.0,1.0,120000.0,2,1,4.0,2.0,1.0,0.0,1,8.0,1.0,1,19,2,80000.0,0.0
1.0,1.0,35,1.0,3.0,2.0,6,130.0,0,0.0,3,0,0.0,50.0,1.0,1.0,120000.0,2,1,4.0,2.0,1.0,0.0,1,8.0,1.0,1,19,1,80000.0,0.0
1.0,1.0,5,1.0,3.0,2.0,0,130.0,0,0.0,3,0,0.0,50.0,1.0,1.0,120000.0,2,5,4.0,2.0,1.0,0.0,1,8.0,1.0,2,2,1,80000.0,0.0
1.0,1.0,3,1.0,3.0,2.0,0,130.0,0,0.0,3,0,0.0,50.0,1.0,1.0,120000.0,0,5,4.0,2.0,1.0,0.0,1,8.0,1.0,2,1,1,80000.0,0.0
1.0,2.0,64,1.0,3.0,2.0,0,60.0,0,0.0,4,0,0.0,60.0,1.0,1.0,73000.0,2,1,7.0,0.0,0.0,0.0,1,6.0,1.0,1,19,2,150000.0,1.0
1.0,2.0,58,1.0,3.0,2.0,6,60.0,0,0.0,4,0,0.0,60.0,1.0,1.0,73000.0,2,1,7.0,0.0,0.0,0.0,1,6.0,1.0,1,19,1,150000.0,1.0
1.0,1.0,53,1.0,2.0,2.0,1,120.0,0,0.0,4,0,0.0,3.0,1.0,1.0,80000.0,2,1,3.0,0.0,0.0,0.0,3,6.0,1.0,1,21,2,60000.0,0.0
1.0,1.0,48,1.0,2.0,2.0,1,120.0,0,0.0,4,0,0.0,3.0,1.0,1.0,80000.0,2,1,3.0,0.0,0.0,0.0,3,6.0,1.0,1,20,1,60000.0,0.0
1.0,1.0,55,1.0,3.0,2.0,0,250.0,0,0.0,4,0,0.0,20.0,1.0,1.0,171700.0,2,1,6.0,0.0,0.0,1.0,1,9.0,1.0,1,20,2,90000.0,0.0
1.0,1.0,67,1.0,3.0,2.0,1,250.0,0,0.0,4,0,0.0,20.0,1.0,1.0,171700.0,2,1,6.0,0.0,0.0,1.0,1,9.0,1.0,1,18,1,90000.0,0.0
1.0,1.0,61,1.0,3.0,2.0,6,70.0,0,0.0,0,0,0.0,40.0,1.0,6.0,12000.0,2,3,3.0,0.0,0.0,0.0,1,7.0,1.0,1,16,2,275000.0,1.0
1.0,1.0,46,1.0,3.0,2.0,1,100.0,0,0.0,2,0,0.0,70.0,1.0,1.0,202000.0,2,1,1.0,1.0,1.0,0.0,1,6.0,1.0,1,21,1,185000.0,1.0
1.0,1.0,46,1.0,3.0,2.0,3,100.0,0,0.0,2,0,0.0,70.0,1.0,1.0,202000.0,2,1,1.0,1.0,1.0,0.0,9,6.0,1.0,1,21,2,185000.0,1.0
1.0,1.0,15,1.0,3.0,2.0,0,100.0,0,0.0,2,0,0.0,70.0,1.0,1.0,202000.0,2,5,1.0,1.0,1.0,0.0,9,6.0,1.0,2,11,1,185000.0,1.0
1.0,1.0,71,1.0,3.0,2.0,0,60.0,0,0.0,0,0,0.0,30.0,1.0,6.0,57100.0,2,2,3.0,0.0,0.0,1.0,1,7.0,1.0,1,21,2,240000.0,1.0
1.0,1.0,58,1.0,3.0,2.0,1,110.0,0,0.0,4,0,0.0,40.0,1.0,2.0,48800.0,2,5,4.0,0.0,0.0,1.0,1,7.0,1.0,1,18,1,80000.0,0.0
1.0,1.0,85,1.0,3.0,2.0,0,110.0,0,0.0,4,0,0.0,40.0,1.0,2.0,48800.0,2,2,4.0,0.0,0.0,1.0,1,7.0,1.0,1,14,2,80000.0,0.0
3.0,3.0,77,1.0,3.0,2.0,0,100.0,0,0.0,4,0,1.0,70.0,1.0,3.0,102000.0,2,2,7.0,0.0,0.0,1.0,1,5.0,1.0,1,14,2,700000.0,1.0
3.0,3.0,49,1.0,3.0,2.0,1,100.0,0,0.0,4,0,1.0,70.0,1.0,3.0,102000.0,2,5,7.0,0.0,0.0,1.0,1,5.0,1.0,1,21,2,700000.0,1.0
1.0,3.0,72,1.0,2.0,2.0,2,120.0,0,0.0,4,0,0.0,60.0,5.0,1.0,55100.0,1,1,5.0,0.0,0.0,2.0,3,4.0,1.0,1,16,2,125000.0,0.0
1.0,3.0,76,1.0,2.0,2.0,0,120.0,0,0.0,4,0,0.0,60.0,5.0,1.0,55100.0,1,1,5.0,0.0,0.0,2.0,3,4.0,1.0,1,16,1,125000.0,0.0
3.0,1.0,75,1.0,3.0,2.0,0,150.0,0,0.0,0,0,1.0,60.0,1.0,4.0,12900.0,2,3,5.0,0.0,0.0,1.0,1,5.0,1.0,1,16,1,90000.0,0.0
1.0,2.0,66,1.0,4.0,2.0,1,110.0,0,0.0,4,0,0.0,80.0,1.0,1.0,38500.0,2,1,7.0,0.0,0.0,1.0,1,8.0,1.0,1,21,1,175000.0,1.0
1.0,2.0,63,1.0,4.0,2.0,3,110.0,0,0.0,4,0,0.0,80.0,1.0,1.0,38500.0,2,1,7.0,0.0,0.0,1.0,1,8.0,1.0,1,20,2,175000.0,1.0
1.0,1.0,39,1.0,3.0,2.0,1,160.0,0,0.0,2,0,0.0,80.0,4.0,1.0,40500.0,1,1,5.0,1.0,1.0,0.0,6,5.0,1.0,1,19,1,137000.0,1.0
1.0,1.0,41,1.0,3.0,2.0,0,160.0,0,0.0,2,0,0.0,80.0,4.0,1.0,40500.0,1,1,5.0,1.0,1.0,0.0,6,5.0,1.0,1,19,2,137000.0,1.0
1.0,1.0,9,1.0,3.0,2.0,0,160.0,0,0.0,2,0,0.0,80.0,4.0,1.0,40500.0,2,5,5.0,1.0,1.0,0.0,6,5.0,1.0,2,6,2,137000.0,1.0
1.0,1.0,63,1.0,4.0,2.0,1,150.0,0,0.0,0,0,0.0,70.0,1.0,6.0,72000.0,2,3,6.0,0.0,0.0,0.0,1,8.0,1.0,1,22,2,340000.0,1.0
3.0,2.0,88,1.0,2.0,2.0,0,120.0,0,0.0,4,0,0.0,90.0,1.0,3.0,23400.0,2,2,5.0,0.0,0.0,1.0,1,6.0,1.0,1,16,2,90000.0,0.0
3.0,2.0,60,1.0,2.0,2.0,1,120.0,0,0.0,4,0,0.0,90.0,1.0,3.0,23400.0,2,5,5.0,0.0,0.0,1.0,1,6.0,1.0,1,16,1,90000.0,0.0
3.0,1.0,66,1.0,4.0,2.0,5,260.0,0,0.0,0,0,1.0,70.0,1.0,4.0,65600.0,2,2,6.0,0.0,0.0,1.0,1,5.0,1.0,1,21,1,85000.0,0.0
3.0,1.0,45,1.0,2.0,2.0,1,200.0,0,0.0,4,0,0.0,110.0,1.0,1.0,35000.0,2,1,3.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,70000.0,0.0
3.0,1.0,40,1.0,2.0,2.0,1,200.0,0,0.0,4,0,0.0,110.0,1.0,1.0,35000.0,2,1,3.0,0.0,0.0,0.0,1,5.0,1.0,1,19,2,70000.0,0.0
1.0,1.0,53,1.0,2.0,2.0,1,150.0,0,0.0,0,0,1.0,100.0,1.0,6.0,35000.0,2,3,5.0,0.0,0.0,0.0,1,4.0,1.0,1,21,2,75000.0,0.0
1.0,1.0,65,1.0,4.0,2.0,1,200.0,0,0.0,2,0,0.0,70.0,1.0,1.0,43900.0,2,1,6.0,1.0,1.0,1.0,1,7.0,1.0,1,19,2,15000.0,0.0
1.0,1.0,59,1.0,4.0,2.0,0,200.0,0,0.0,2,0,0.0,70.0,1.0,1.0,43900.0,2,1,6.0,1.0,1.0,1.0,1,7.0,1.0,1,14,1,15000.0,0.0
1.0,1.0,36,1.0,4.0,2.0,1,200.0,0,0.0,2,0,0.0,70.0,1.0,1.0,43900.0,2,5,6.0,1.0,1.0,1.0,1,7.0,1.0,1,16,2,15000.0,0.0
1.0,1.0,15,1.0,4.0,2.0,0,200.0,0,0.0,2,0,0.0,70.0,1.0,1.0,43900.0,2,5,6.0,1.0,1.0,1.0,1,7.0,1.0,2,11,1,15000.0,0.0
3.0,2.0,55,1.0,4.0,2.0,0,250.0,0,0.0,4,0,1.0,3.0,5.0,2.0,27300.0,2,5,3.0,0.0,0.0,1.0,3,6.0,1.0,1,12,1,126000.0,0.0
3.0,2.0,49,1.0,4.0,2.0,0,250.0,0,0.0,4,0,1.0,3.0,5.0,2.0,27300.0,2,5,3.0,0.0,0.0,1.0,3,6.0,1.0,1,16,1,126000.0,0.0
3.0,2.0,81,1.0,4.0,2.0,0,250.0,0,0.0,4,0,1.0,3.0,5.0,2.0,27300.0,1,2,3.0,0.0,0.0,1.0,3,6.0,1.0,1,11,2,126000.0,0.0
1.0,1.0,55,1.0,3.0,2.0,1,110.0,0,0.0,2,0,0.0,30.0,1.0,2.0,37100.0,2,3,2.0,1.0,1.0,0.0,1,5.0,1.0,1,18,1,106000.0,0.0
1.0,1.0,13,1.0,3.0,2.0,0,110.0,0,0.0,2,0,0.0,30.0,1.0,2.0,37100.0,2,5,2.0,1.0,1.0,0.0,1,5.0,1.0,2,10,1,106000.0,0.0
1.0,2.0,68,1.0,4.0,2.0,5,80.0,0,0.0,4,0,0.0,130.0,1.0,1.0,176600.0,2,1,5.0,0.0,0.0,1.0,1,11.0,1.0,1,22,1,300000.0,1.0
1.0,2.0,64,1.0,4.0,2.0,1,80.0,0,0.0,4,0,0.0,130.0,1.0,1.0,176600.0,2,1,5.0,0.0,0.0,1.0,1,11.0,1.0,1,22,2,300000.0,1.0
1.0,1.0,57,1.0,3.0,2.0,2,150.0,0,0.0,0,0,0.0,3.0,1.0,6.0,61100.0,2,3,6.0,0.0,0.0,0.0,9,5.0,1.0,1,21,2,80000.0,0.0
1.0,2.0,30,1.0,3.0,2.0,1,180.0,0,0.0,2,0,0.0,60.0,1.0,1.0,23000.0,2,1,3.0,3.0,1.0,0.0,1,6.0,1.0,1,21,2,30000.0,0.0
1.0,2.0,33,1.0,3.0,2.0,6,180.0,0,0.0,2,0,0.0,60.0,1.0,1.0,23000.0,2,1,3.0,3.0,1.0,0.0,1,6.0,1.0,1,12,1,30000.0,0.0
1.0,2.0,14,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,60.0,1.0,1.0,23000.0,2,5,3.0,3.0,1.0,0.0,1,6.0,1.0,2,12,2,30000.0,0.0
1.0,2.0,12,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,60.0,1.0,1.0,23000.0,2,5,3.0,3.0,1.0,0.0,1,6.0,1.0,2,9,2,30000.0,0.0
1.0,2.0,10,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,60.0,1.0,1.0,23000.0,2,5,3.0,3.0,1.0,0.0,1,6.0,1.0,2,7,1,30000.0,0.0
1.0,1.0,38,1.0,3.0,2.0,6,120.0,0,0.0,0,0,0.0,40.0,2.0,4.0,70000.0,1,3,4.0,0.0,0.0,0.0,1,6.0,1.0,1,21,1,270000.0,1.0
1.0,2.0,25,1.0,3.0,2.0,1,200.0,0,0.0,3,0,1.0,180.0,1.0,1.0,36050.0,2,1,1.0,2.0,1.0,0.0,1,7.0,1.0,1,19,2,90000.0,0.0
1.0,2.0,27,1.0,3.0,2.0,1,200.0,0,0.0,3,0,1.0,180.0,1.0,1.0,36050.0,2,1,1.0,2.0,1.0,0.0,1,7.0,1.0,1,16,1,90000.0,0.0
1.0,2.0,5,1.0,3.0,2.0,0,200.0,0,0.0,3,0,1.0,180.0,1.0,1.0,36050.0,2,5,1.0,2.0,1.0,0.0,1,7.0,1.0,2,1,1,90000.0,0.0
1.0,2.0,4,1.0,3.0,2.0,0,200.0,0,0.0,3,0,1.0,180.0,1.0,1.0,36050.0,0,5,1.0,2.0,1.0,0.0,1,7.0,1.0,1,1,1,90000.0,0.0
1.0,1.0,67,1.0,4.0,2.0,4,20.0,0,0.0,4,0,0.0,50.0,1.0,1.0,84880.0,2,1,5.0,0.0,0.0,1.0,1,7.0,1.0,1,22,1,210000.0,1.0
1.0,1.0,63,1.0,4.0,2.0,6,20.0,0,0.0,4,0,0.0,50.0,1.0,1.0,84880.0,2,1,5.0,0.0,0.0,1.0,1,7.0,1.0,1,22,2,210000.0,1.0
3.0,1.0,61,1.0,2.0,2.0,0,60.0,0,0.0,4,0,0.0,200.0,1.0,3.0,8400.0,2,3,5.0,0.0,0.0,0.0,1,5.0,1.0,1,16,2,10000.0,0.0
3.0,1.0,57,1.0,2.0,2.0,0,60.0,0,0.0,4,0,0.0,200.0,1.0,3.0,8400.0,2,5,5.0,0.0,0.0,0.0,1,5.0,1.0,1,17,1,10000.0,0.0
1.0,1.0,70,1.0,3.0,2.0,1,70.0,0,0.0,0,0,0.0,60.0,1.0,4.0,42100.0,2,3,6.0,0.0,0.0,1.0,1,5.0,1.0,1,20,1,73000.0,0.0
1.0,3.0,78,1.0,2.0,2.0,0,220.0,0,0.0,4,0,0.0,180.0,1.0,2.0,42130.0,2,3,6.0,0.0,0.0,1.0,1,4.0,1.0,1,12,1,15000.0,0.0
1.0,3.0,43,1.0,2.0,2.0,0,220.0,0,0.0,4,0,0.0,180.0,1.0,2.0,42130.0,2,3,6.0,0.0,0.0,1.0,1,4.0,1.0,1,16,2,15000.0,0.0
1.0,3.0,64,1.0,2.0,2.0,0,220.0,0,0.0,4,0,0.0,180.0,1.0,2.0,42130.0,2,3,6.0,0.0,0.0,1.0,1,4.0,1.0,1,17,2,15000.0,0.0
3.0,1.0,26,1.0,3.0,2.0,1,350.0,0,0.0,0,0,1.0,3.0,1.0,7.0,80000.0,2,5,3.0,0.0,0.0,0.0,1,6.0,1.0,1,19,2,70000.0,0.0
3.0,1.0,24,1.0,3.0,2.0,1,350.0,0,0.0,0,0,1.0,3.0,1.0,7.0,80000.0,2,5,3.0,0.0,0.0,0.0,1,6.0,1.0,1,19,1,70000.0,0.0
1.0,1.0,70,1.0,3.0,2.0,4,100.0,0,0.0,4,0,0.0,60.0,1.0,1.0,172500.0,2,1,4.0,0.0,0.0,2.0,1,6.0,1.0,1,22,1,200000.0,1.0
1.0,1.0,69,1.0,3.0,2.0,4,100.0,0,0.0,4,0,0.0,60.0,1.0,1.0,172500.0,2,1,4.0,0.0,0.0,2.0,1,6.0,1.0,1,22,2,200000.0,1.0
3.0,1.0,79,1.0,2.0,2.0,0,200.0,0,0.0,4,0,1.0,200.0,5.0,3.0,3000.0,1,2,3.0,0.0,0.0,1.0,3,4.0,1.0,1,21,2,100000.0,0.0
3.0,1.0,47,1.0,2.0,2.0,0,200.0,0,0.0,4,0,1.0,200.0,5.0,3.0,3000.0,1,5,3.0,0.0,0.0,1.0,3,4.0,1.0,1,17,1,100000.0,0.0
1.0,1.0,48,1.0,4.0,2.0,1,180.0,0,0.0,2,0,0.0,80.0,2.0,1.0,58500.0,1,1,4.0,2.0,1.0,0.0,6,7.0,1.0,1,21,1,50000.0,0.0
1.0,1.0,43,1.0,4.0,2.0,1,180.0,0,0.0,2,0,0.0,80.0,2.0,1.0,58500.0,1,1,4.0,2.0,1.0,0.0,8,7.0,1.0,1,16,2,50000.0,0.0
1.0,1.0,20,1.0,4.0,2.0,4,180.0,0,0.0,2,0,0.0,80.0,2.0,1.0,58500.0,1,5,4.0,2.0,1.0,0.0,6,7.0,1.0,2,20,2,50000.0,0.0
1.0,1.0,18,1.0,4.0,2.0,1,180.0,0,0.0,2,0,0.0,80.0,2.0,1.0,58500.0,1,5,4.0,2.0,1.0,0.0,6,7.0,1.0,2,19,2,50000.0,0.0
1.0,1.0,12,1.0,4.0,2.0,0,180.0,0,0.0,2,0,0.0,80.0,2.0,1.0,58500.0,1,5,4.0,2.0,1.0,0.0,6,7.0,1.0,2,8,1,50000.0,0.0
1.0,1.0,6,1.0,4.0,2.0,0,180.0,0,0.0,2,0,0.0,80.0,2.0,1.0,58500.0,1,5,4.0,2.0,1.0,0.0,6,7.0,1.0,2,3,2,50000.0,0.0
1.0,1.0,31,1.0,2.0,2.0,6,80.0,0,0.0,3,0,0.0,60.0,1.0,1.0,48500.0,2,1,4.0,3.0,1.0,0.0,1,4.0,1.0,2,20,2,50000.0,0.0
1.0,1.0,33,1.0,2.0,2.0,1,80.0,0,0.0,3,0,0.0,60.0,1.0,1.0,48500.0,2,1,4.0,3.0,1.0,0.0,1,4.0,1.0,1,21,1,50000.0,0.0
1.0,1.0,7,1.0,2.0,2.0,0,80.0,0,0.0,3,0,0.0,60.0,1.0,1.0,48500.0,2,5,4.0,3.0,1.0,0.0,1,4.0,1.0,2,3,1,50000.0,0.0
1.0,1.0,6,1.0,2.0,2.0,0,80.0,0,0.0,3,0,0.0,60.0,1.0,1.0,48500.0,2,5,4.0,3.0,1.0,0.0,1,4.0,1.0,2,2,2,50000.0,0.0
1.0,1.0,2,1.0,2.0,2.0,0,80.0,0,0.0,3,0,0.0,60.0,1.0,1.0,48500.0,0,5,4.0,3.0,1.0,0.0,1,4.0,1.0,0,0,1,50000.0,0.0
